trip_id,route,days_left,current_seats_booked,capacity,current_occupancy_pct,booking_window_days,occupancy_lag1,occupancy_lag3,occupancy_lag7,seats_lag3,seats_lag7,booking_velocity_3d,booking_velocity_7d,seats_remaining,days_since_open,days_left_ratio,distance_km,popularity_tier,base_price_inr,price_ratio,is_holiday_period,route_avg_occupancy_loo,bus_AC Seater,bus_AC Sleeper,bus_Non-AC Seater,bus_Non-AC Sleeper,bus_Volvo AC Semi-Sleeper,wd_Friday,wd_Monday,wd_Saturday,wd_Sunday,wd_Thursday,wd_Tuesday,wd_Wednesday,final_occupancy_pct
1,Mumbai -> Goa,7,10,32,31.25,16,25.0,15.62,6.25,5.0,2.0,1.6666666666666667,1.1428571428571428,22,9,0.4375,590,2,1480.0,1.091,1,67.42353293413173,False,True,False,False,False,False,False,False,False,True,False,False,56.25
1,Mumbai -> Goa,5,13,32,40.62,16,31.25,25.0,9.38,8.0,3.0,1.6666666666666667,1.4285714285714286,19,11,0.3125,590,2,1480.0,1.091,1,67.42353293413173,False,True,False,False,False,False,False,False,False,True,False,False,56.25
1,Mumbai -> Goa,3,16,32,50.0,16,43.75,31.25,15.62,10.0,5.0,2.0,1.5714285714285714,16,13,0.1875,590,2,1480.0,1.091,1,67.42353293413173,False,True,False,False,False,False,False,False,False,True,False,False,56.25
1,Mumbai -> Goa,1,18,32,56.25,16,50.0,43.75,25.0,14.0,8.0,1.3333333333333333,1.4285714285714286,14,15,0.0625,590,2,1480.0,1.091,1,67.42353293413173,False,True,False,False,False,False,False,False,False,True,False,False,56.25
2,Delhi -> Agra,30,0,40,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,8,0.7894736842105263,230,2,430.0,1.1,0,68.17224999999999,True,False,False,False,False,True,False,False,False,False,False,False,77.5
2,Delhi -> Agra,25,1,40,2.5,38,2.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.14285714285714285,39,13,0.6578947368421053,230,2,430.0,1.1,0,68.17224999999999,True,False,False,False,False,True,False,False,False,False,False,False,77.5
2,Delhi -> Agra,20,4,40,10.0,38,7.5,5.0,2.5,2.0,1.0,0.6666666666666666,0.42857142857142855,36,18,0.5263157894736842,230,2,430.0,1.1,0,68.17224999999999,True,False,False,False,False,True,False,False,False,False,False,False,77.5
2,Delhi -> Agra,15,11,40,27.5,38,25.0,15.0,5.0,6.0,2.0,1.6666666666666667,1.2857142857142858,29,23,0.39473684210526316,230,2,430.0,1.1,0,68.17224999999999,True,False,False,False,False,True,False,False,False,False,False,False,77.5
2,Delhi -> Agra,12,19,40,47.5,38,40.0,27.5,12.5,11.0,5.0,2.6666666666666665,2.0,21,26,0.3157894736842105,230,2,430.0,1.1,0,68.17224999999999,True,False,False,False,False,True,False,False,False,False,False,False,77.5
2,Delhi -> Agra,10,22,40,55.0,38,50.0,40.0,20.0,16.0,8.0,2.0,2.0,18,28,0.2631578947368421,230,2,430.0,1.1,0,68.17224999999999,True,False,False,False,False,True,False,False,False,False,False,False,77.5
2,Delhi -> Agra,7,27,40,67.5,38,67.5,55.0,32.5,22.0,13.0,1.6666666666666667,2.0,13,31,0.18421052631578946,230,2,430.0,1.1,0,68.17224999999999,True,False,False,False,False,True,False,False,False,False,False,False,77.5
2,Delhi -> Agra,5,28,40,70.0,38,70.0,67.5,47.5,27.0,19.0,0.3333333333333333,1.2857142857142858,12,33,0.13157894736842105,230,2,430.0,1.1,0,68.17224999999999,True,False,False,False,False,True,False,False,False,False,False,False,77.5
2,Delhi -> Agra,3,29,40,72.5,38,67.5,70.0,55.0,28.0,22.0,0.3333333333333333,1.0,11,35,0.07894736842105263,230,2,430.0,1.1,0,68.17224999999999,True,False,False,False,False,True,False,False,False,False,False,False,77.5
2,Delhi -> Agra,1,28,40,70.0,38,70.0,67.5,67.5,27.0,27.0,0.3333333333333333,0.14285714285714285,12,37,0.02631578947368421,230,2,430.0,1.1,0,68.17224999999999,True,False,False,False,False,True,False,False,False,False,False,False,77.5
3,Delhi -> Agra,20,7,31,22.58,30,19.35,12.9,6.45,4.0,2.0,1.0,0.7142857142857143,24,10,0.6666666666666666,230,2,520.0,0.983,0,68.092125,False,True,False,False,False,True,False,False,False,False,False,False,90.32
